Filename,Birth,Death,Publish,ActivityYear,SUM,傳記類_%,公車類_%,公車類_%,哀祭類_%,序跋類_%,書簡類_%,詩類_%,雜著類_%
431. 갑봉유고(甲峰遺稿).xml,1649,1723,1904,1686,242,0.0,35.9504132231405,0.0,0.0,0.8264462809917356,0.0,63.22314049586777,0.0
507. 귀록집(歸鹿集).xml,1691,1752,,1721,2059,6.168042739193783,25.497814473045167,0.0,4.031083050024284,1.3113161728994658,4.662457503642544,54.20106847984458,4.12821758135017
498. 저촌유고(樗村遺稿).xml,1685,1753,1938,1719,3037,0.9219624629568653,0.0,0.0,0.7902535396773133,0.1317089232795522,16.463615409944023,80.67171550872571,1.0207441554165295
396. 약천집(藥泉集).xml,1629,1711,1723,1670,907,16.09702315325248,30.209481808158767,0.0,1.8743109151047408,3.6383682469680267,22.381477398015434,22.05071664829107,3.7486218302094816
99. 이평사집(李評事集).xml,1471,1498,1631,1484,56,0.0,5.357142857142857,0.0,3.571428571428571,5.357142857142857,0.0,71.42857142857143,14.285714285714285
419. 직재집(直齋集).xml,1641,1708,1887,1674,380,3.684210526315789,5.263157894736842,0.0,4.736842105263158,2.8947368421052633,40.26315789473684,40.26315789473684,2.8947368421052633
114. 정암집(靜菴集).xml,1482,1519,1681,1500,237,3.79746835443038,56.540084388185655,0.0,10.126582278481013,2.9535864978902953,0.8438818565400843,16.033755274261605,9.70464135021097
398. 서계집(西溪集).xml,1629,1703,,1666,800,10.0,7.875,0.0,0.375,3.375,7.000000000000001,69.5,1.875
421. 학암집(鶴庵集).xml,1642,1708,1884,1675,113,2.6548672566371683,0.0,0.0,0.8849557522123894,6.1946902654867255,31.858407079646017,4.424778761061947,53.98230088495575
98. 송당집(松堂集).xml,1471,1540,1905,1505,68,5.88235294117647,0.0,0.0,11.76470588235294,14.705882352941178,7.352941176470589,39.705882352941174,20.588235294117645
96. 송재집(松齋集).xml,1469,1517,1584,1493,287,1.3937282229965158,0.6968641114982579,0.0,0.0,1.7421602787456445,0.0,92.33449477351915,3.8327526132404177
405. 수촌집(水村集).xml,1632,1681,1932,1656,348,1.4367816091954022,27.586206896551722,0.0,1.1494252873563218,0.5747126436781609,1.1494252873563218,62.356321839080465,5.747126436781609
409. 서석집(瑞石集).xml,1633,1687,1701,1660,680,4.411764705882353,28.676470588235293,0.0,4.411764705882353,1.4705882352941175,0.0,60.588235294117645,0.4411764705882353
395. 호곡집(壺谷集).xml,1628,1692,1695,1660,1950,1.3333333333333335,1.8461538461538463,0.0,0.8717948717948718,1.0256410256410255,0.0,75.8974358974359,19.025641025641026
500. 화곡집(華谷集).xml,1687,1737,1794,1712,149,0.0,0.0,0.0,0.0,4.697986577181208,0.0,91.2751677852349,4.026845637583892
100. 십청집(十淸集).xml,1473,1533,1748,1503,318,1.8867924528301887,0.3144654088050315,0.0,0.9433962264150944,2.20125786163522,0.0,91.50943396226415,3.1446540880503147
505. 약산만고(藥山漫稿).xml,1689,1745,1924,1717,432,6.712962962962964,6.944444444444445,0.0,4.398148148148148,6.944444444444445,0.0,66.43518518518519,8.564814814814815
423. 서파집(西坡集).xml,1645,1703,1729,1674,1561,0.8968609865470852,9.481101857783472,0.0,3.3311979500320303,2.5624599615631007,5.060858424087124,76.87379884689301,1.7937219730941705
511. 정암집(貞菴集).xml,1694,1756,1799,1725,592,7.4324324324324325,1.0135135135135136,0.0,3.209459459459459,2.027027027027027,57.432432432432435,27.364864864864863,1.5202702702702704
406. 농은유고(農隱遺稿).xml,1632,1707,1916,1669,398,0.5025125628140703,0.0,0.0,0.0,0.25125628140703515,29.145728643216078,65.57788944723619,4.522613065326634
410. 식암유고(息庵遺稿).xml,1634,1684,1680,1659,978,3.476482617586912,20.756646216768917,0.0,3.5787321063394684,0.81799591002045,3.2719836400818,37.423312883435585,30.67484662576687
399. 우헌집(寓軒集).xml,1629,1693,1898,1661,102,1.9607843137254901,0.0,0.0,0.0,0.9803921568627451,49.01960784313725,36.27450980392157,11.76470588235294
496. 노촌집(老村集).xml,1683,1719,1735,1701,266,6.390977443609022,10.150375939849624,0.0,1.5037593984962405,2.2556390977443606,7.894736842105263,51.8796992481203,19.924812030075188
404. 남계집(南溪集).xml,1631,1695,1732,1663,3009,6.247922897972749,16.88268527750083,0.0,3.1904287138584246,3.489531405782652,38.48454636091725,23.33000997008973,8.374875373878366
417. 염헌집(恬軒集).xml,1638,1697,1760,1667,2415,1.6563146997929608,1.9875776397515528,0.0,0.7867494824016562,0.7039337474120083,0.0,93.99585921325053,0.8695652173913043
418. 수촌집(水村集).xml,1640,1724,1760,1682,885,0.5649717514124294,5.084745762711865,0.0,2.598870056497175,2.598870056497175,0.0,83.61581920903954,5.536723163841808
