제목,저자,생년,몰년,활동연도,公車類,書簡類,序跋類,詩類,哀祭類,雜著類,傳記類
水亭先生集,邊處厚,1373,1437,1405,0,0,0.332225914,99.66777409,0,0,0
別洞集,尹祥,1373,1455,1414,0,0.961538462,4.807692308,85.57692308,6.730769231,1.923076923,0
敬齋集,河演,1376,1453,1414,0,0,3.265306122,91.42857143,0,4.897959184,0.408163265
泰齋先生文集,柳方善,1388,1443,1415,0,0,1.473296501,97.42173112,0.552486188,0.552486188,0
池月堂文集,金克己,1379,1463,1421,0,0,1.03626943,98.96373057,0,0,0
六先生遺稿,朴彭年,1417,1456,1436,0,9.523809524,9.523809524,70,0,10.47619048,0.476190476
生六臣文集,李孟?,1392,1480,1436,0,1.286173633,2.893890675,91.63987138,0.321543408,3.536977492,0.321543408
成先生遺稿,成三問,1418,1456,1437,0,0.99009901,0.99009901,94.05940594,0,3.96039604,0
梅竹軒先生文集,成三問,1418,1456,1437,0,0,7.317073171,83.7398374,0,7.317073171,1.62601626
成謹甫先生集,成三問,1418,1456,1437,0,0,6.837606838,86.32478632,0,5.128205128,1.709401709
月川集,金吉通,1408,1473,1440,0,0,0,84.31372549,0,15.68627451,0
太虛亭詩集,崔恒,1409,1474,1441,0,0,1.492537313,98.50746269,0,0,0
拭?集,金守溫,1409,1481,1445,0,0.389105058,3.112840467,82.10116732,0,14.0077821,0.389105058
樗軒集,李石亨,1415,1477,1446,0,0.330033003,0.660066007,97.02970297,0,1.98019802,0
六先生文集,李石亨,1415,1477,1446,0,1.570680628,13.61256545,75.91623037,0,8.90052356,0
保閑齋集,申叔舟,1417,1475,1446,0,0.268096515,4.423592493,91.15281501,0.402144772,2.949061662,0.804289544
私淑齋集,姜希孟,1424,1483,1453,0,1.052631579,6.052631579,81.84210526,1.315789474,7.631578947,2.105263158
四佳詩集,徐居正,1420,1488,1454,0,0,0.228832952,99.77116705,0,0,0
四佳詩集補遺,徐居正,1420,1488,1454,0,0,0,100,0,0,0
四佳文集,徐居正,1420,1488,1454,0,0,55.46875,0,0,44.53125,0
逍遙齋集,崔淑精,1432,1479,1455,0,0,2.521008403,97.05882353,0,0.420168067,0
?畢齋詩集,金宗直,1431,1492,1461,0,0,0,100,0,0,0
止止堂先生詩集,金孟性,1437,1486,1461,0,0,1.593625498,98.4063745,0,0,0
梅月堂遺集,金時習,1435,1493,1464,0,1.570680628,0,93.19371728,0.523560209,4.712041885,0
梅月堂詩集,金時習,1435,1493,1464,0,0,0,100,0,0,0
梅月堂集,金時習,1435,1493,1464,0,0.523560209,0.17452007,88.13263525,0.17452007,9.2495637,1.745200698
虛白堂文集,成俔,1439,1504,1471,0,2.43902439,23.7804878,19.51219512,10.36585366,42.07317073,1.829268293
虛白堂補集,成俔,1439,1504,1471,0,0,0,100,0,0,0
風雅錄,成俔,1439,1504,1471,0,0,0,100,0,0,0
虛白堂詩集,成俔,1439,1504,1471,0,0,0.143884892,99.85611511,0,0,0
秋江先生文集,南孝溫,1454,1492,1473,0,0.859598854,1.146131805,94.26934097,0.573065903,2.005730659,1.146131805
顔樂堂集,金諶,1445,1502,1473,0,3.424657534,3.424657534,91.78082192,0,1.369863014,0
虛白先生續集,洪貴達,1444,1504,1474,0,0,1.418439716,96.63120567,0,0.886524823,1.063829787
虛白亭集,洪貴達,1444,1504,1474,0,0,8.196721311,73.30210773,4.449648712,7.025761124,7.025761124
蓮軒雜稿,李宜茂,1449,1507,1478,0,0,0.826446281,97.52066116,0,1.652892562,0
訥齋遺稿,朴增榮,1464,1493,1478,0,4.458598726,0.318471338,94.26751592,0.318471338,0,0.636942675
梅溪先生文集,曺偉,1454,1503,1478,0,0.307692308,2.461538462,92.92307692,0,3.384615385,0.923076923
濯纓先生文集續,金馹孫,1464,1498,1481,0,0,0,100,0,0,0
睡軒詩集,權五福,1467,1498,1482,0,0,0.526315789,99.47368421,0,0,0
懶齋先生文集,蔡壽,1449,1515,1482,0,0,0,92.30769231,0,6.993006993,0.699300699
仙石遺稿,辛啓榮,1454,1511,1482,0,0,0.275482094,99.17355372,0.550964187,0,0
忘軒先生文集,李?,1464,1504,1484,0,0,0.775193798,98.4496124,0,0.775193798,0
忘軒先生詩集,李?,1464,1504,1484,0,0,0,99.24242424,0,0.757575758,0
虛菴先生遺集,鄭希良,1469,1502,1485,0,0,0.334448161,98.99665552,0,0.668896321,0
滄溪先生文集,文敬仝,1457,1521,1489,0,0,0.437636761,99.34354486,0,0,0.218818381
玉溪先生文集,潘佑亨,1458,1522,1490,0,0,5.223880597,94.7761194,0,0,0
?翠軒遺稿,朴誾,1479,1504,1491,0,0,0.64516129,95.48387097,0.64516129,0.64516129,2.580645161
詩集,李?,1469,1517,1493,0,0,0,100,0,0,0
困菴先生文集,蘇世良,1476,1528,1502,0,0.492610837,1.477832512,84.72906404,0,13.30049261,0
訥齋先生文集續集,朴祥,1474,1530,1502,0,0,1.587301587,97.46031746,0.317460317,0.634920635,0
訥齋先生集,朴祥,1474,1530,1502,0,0,0.298507463,99.70149254,0,0,0
十淸先生集,金世弼,1473,1533,1503,0,0,1.742160279,97.56097561,0,0.696864111,0
服齋先生文集,奇遵,1492,1521,1506,0,0.262467192,0.524934383,83.20209974,0,16.01049869,0
陰崖集,李?,1480,1533,1506,0,3.03030303,2.272727273,88.63636364,0,5.303030303,0.757575758
憂亭集,金克成,1474,1540,1507,0,0.197238659,0.197238659,99.60552268,0,0,0
安分堂文集,李希輔,1473,1548,1510,0,0,0,100,0,0,0
聾巖先生文集,李賢輔,1467,1555,1511,0,3.378378378,1.351351351,93.91891892,0,1.351351351,0
?齋先生文集,洪彦弼,1476,1549,1512,0,0,0.243902439,99.51219512,0,0.243902439,0
江?遺稿,朴薰,1484,1540,1512,0,4.458598726,0.318471338,94.26751592,0.318471338,0,0.636942675
思齋集,金正國,1485,1541,1513,0,1.128668172,1.354401806,91.87358916,0,4.514672686,1.128668172
拙齋先生文集,蔡紹權,1480,1548,1514,0,0,1.408450704,93.42723005,0.469483568,1.408450704,3.286384977
南村遺稿,尹之和,1476,1558,1517,0,0,2.836879433,95.74468085,0,1.418439716,0
企齋別集,申光漢,1484,1555,1519,0,0,0,100,0,0,0
企齋集,申光漢,1484,1555,1519,0,0,0,100,0,0,0
?齋先生文集,朴光佑,1495,1545,1520,0,1.333333333,0.666666667,92,1.333333333,3.333333333,1.333333333
立巖集,閔齊仁,1493,1549,1521,0,0,0.208768267,97.91231733,0,1.878914405,0
潛巖逸稿,金義貞,1495,1547,1521,0,1.408450704,0,94.36619718,2.816901408,1.408450704,0
晦齋先生文集,李彦迪(迪),1491,1553,1522,0,0,1.824817518,85.03649635,3.284671533,5.474452555,4.379562044
溫溪先生逸稿,李瀣,1496,1550,1523,0,0,0.925925926,99.07407407,0,0,0
陽谷先生續集,蘇世讓,1486,1562,1524,0,0,0,100,0,0,0
武陵雜稿別集,周世鵬,1495,1554,1524,0,2.298850575,2.442528736,93.24712644,0,0.431034483,1.58045977
武陵集,周世鵬,1495,1554,1524,0,3.082851638,3.66088632,89.98073218,0,2.504816956,0.770712909
艮齋集,崔演,1503,1549,1526,0,0,0.27173913,95.10869565,0,4.076086957,0.543478261
無何翁集,李元孫,1498,1554,1526,0,1.986754967,0,94.70198675,0.662251656,1.986754967,0.662251656
梅潭先生詩稿,安公信,1496,1561,1528,0,0,0,100,0,0,0
漁村集,沈彦光,1490,1568,1529,0,0.15503876,0.465116279,98.60465116,0,0.775193798,0
錦湖遺稿,林亨秀,1514,1545,1529,0,0,1.587301587,98.41269841,0,0,0
崇德齋先生遺稿,李潤慶,1498,1562,1530,0,23.4375,0,75.78125,0.78125,0,0
石川集,林億齡,1496,1568,1532,0,0,0.142450142,99.85754986,0,0,0
退溪先生全書遺集外篇,李滉,1501,1570,1535,0,60.62176166,0,38.60103627,0,0.259067358,0.518134715
退溪先生全書別集,李滉,1501,1570,1535,0,0,0,100,0,0,0
退溪先生全書續集,李滉,1501,1570,1535,0,47.71689498,0.913242009,50.91324201,0,0,0.456621005
退溪先生全書遺集,李滉,1501,1570,1535,0,90.86021505,2.419354839,6.451612903,0,0,0.268817204
退溪先生全書全書,李滉,1501,1570,1535,0,21.35842881,6.055646481,64.15711948,0,4.500818331,3.927986907
河西先生全集附錄,金麟厚,1510,1560,1535,0,5.612244898,2.040816327,84.69387755,2.040816327,3.06122449,2.551020408
南冥先生文集,曺植,1501,1572,1536,0,14.0776699,1.941747573,69.41747573,0,5.339805825,9.223300971
游軒先生續集,丁?,1512,1560,1536,0,0.220264317,0,99.55947137,0.220264317,0,0
游軒集,丁?,1512,1560,1536,0,0,1.25,90.83333333,1.25,1.25,5.416666667
?仰集,宋純,1493,1582,1537,0,0.997506234,0.997506234,97.0074813,0,0,0.997506234
毅齋遺稿,吳詮,1516,1558,1537,0,0,0.409836066,99.59016393,0,0,0
大谷先生文集,成運,1497,1579,1538,0,0,0.456621005,94.06392694,1.826484018,1.826484018,1.826484018
岐峰集,白光弘,1522,1556,1539,0,0,0,100,0,0,0
錦溪先生內集,黃俊良,1517,1563,1540,0,4.255319149,0,94.89361702,0,0.85106383,0
錦溪先生外集,黃俊良,1517,1563,1540,0,2.380952381,0,95.83333333,0.297619048,1.339285714,0.148809524
龜巖集,李楨,1512,1571,1541,0,0,4.237288136,93.22033898,0.847457627,1.694915254,0
龜巖先生續集,李楨,1512,1571,1541,0,3.465346535,0.495049505,92.07920792,0.495049505,0.495049505,2.97029703
龜巖先生文集,李楨,1512,1571,1541,0,0.305810398,1.22324159,92.35474006,3.363914373,0.917431193,1.834862385
賀淵先生文集,李仲樑,1504,1582,1543,0,2.34741784,0.938967136,95.77464789,0.938967136,0,0
竹軒先生文集,曺淑,1504,1582,1543,0,0,0.452488688,99.54751131,0,0,0
忍齋集,洪暹,1504,1585,1544,0,0,0.248756219,90.04975124,0,0,9.701492537
駱村先生遺稿,朴忠元,1507,1581,1544,0,0,2,96,0.5,0.5,1
瞻慕堂文集,林芸,1517,1572,1544,0,0,0.680272109,97.27891156,0,2.040816327,0
眉巖先生全集,柳希春,1513,1577,1545,0,8.181818182,1.515151515,79.09090909,2.424242424,8.181818182,0.606060606
芝山先生文集,金八元,1524,1569,1546,0,1.6,1.6,91.2,4,1.6,0
東湖先生文集,邊永淸,1516,1580,1548,0,0,0,99.27007299,0.729927007,0,0
玉溪集,盧?,1518,1578,1548,0,2.51572327,1.257861635,59.11949686,22.64150943,7.547169811,6.918238994
高峰集,奇大升,1527,1572,1549,0,5.729166667,1.5625,83.85416667,0,0,8.854166667
兩先生往復書,奇大升,1527,1572,1549,0,100,0,0,0,0,0
高峰先生續集,奇大升,1527,1572,1549,0,3.10880829,1.03626943,94.81865285,0.518134715,0.518134715,0
靑蓮集,李後白,1520,1578,1549,0,0,1.886792453,97.16981132,0,0.943396226,0
嘯皐先生文集,朴承任,1516,1585,1550,0,0,0,62.94820717,0,37.05179283,0
嘯皐先生文集續集,朴承任,1516,1585,1550,0,12.85714286,2.857142857,45.71428571,7.619047619,24.28571429,6.666666667
松川先生遺集,梁應鼎,1519,1581,1550,0,2.586206897,0.862068966,96.12068966,0,0.431034483,0
蘇齋先生文集,盧守愼,1517,1590,1553,0,0,3.194888179,83.06709265,1.916932907,4.153354633,7.667731629
璞齋先生文集,金紐,1527,1580,1553,0,0.777202073,1.295336788,95.33678756,1.813471503,0,0.777202073
習齋集,權擘,1520,1593,1556,0,0,0.733944954,97.79816514,0.366972477,0.550458716,0.550458716
習齋集續編,權擘,1520,1593,1556,0,0,0,100,0,0,0
思菴先生文集,朴淳,1523,1589,1556,0,0.37593985,2.255639098,93.23308271,1.503759398,1.127819549,1.503759398
栢潭先生文集,具鳳齡,1526,1586,1556,0,8.597285068,0.452488688,86.2745098,3.318250377,0.754147813,0.60331825
栢潭先生續集,具鳳齡,1526,1586,1556,0,4.909983633,0.818330606,91.81669394,1.963993453,0.327332242,0.163666121
逸軒遺稿,鄭諶,1520,1592,1556,0,0,0.420168067,98.31932773,0,1.260504202,0
松澗先生文集,黃應奎,1518,1598,1558,0,0,0,96.66666667,2.820512821,0,0.512820513
玉峰詩集,白光勳,1537,1582,1559,0,0,0.888888889,99.11111111,0,0,0
困齋先生愚得錄,鄭介淸,1529,1590,1559,0,4.972375691,3.867403315,7.73480663,1.104972376,82.32044199,0
懷齋遺集,朴光玉,1526,1593,1559,0,0,1.509433962,98.11320755,0,0.377358491,0
鷺渚遺事,李陽元,1526,1592,1559,0,1.459854015,0,92.70072993,0,4.379562044,1.459854015
淸江先生續集,李濟臣,1536,1584,1560,0,0.961538462,1.923076923,90.38461538,2.884615385,3.846153846,0
淸江先生文集(原集),李濟臣,1536,1584,1560,0,6.034482759,5.172413793,43.10344828,6.034482759,9.482758621,30.17241379
栗谷先生全書,李珥,1536,1584,1560,0,12.99303944,2.784222738,67.28538283,3.712296984,4.64037123,8.584686775
栗谷先生全書拾遺,李珥,1536,1584,1560,0,12.44813278,3.319502075,75.5186722,4.979253112,0.829875519,2.904564315
孤竹遺稿,崔慶昌,1539,1583,1561,0,0,0.480769231,99.51923077,0,0,0
棲霞堂遺稿,金成遠,1525,1597,1561,0,0.502512563,0.502512563,98.49246231,0,0.502512563,0
臨淵齋文集,裴三益,1534,1588,1561,0,3.359173127,0.775193798,94.57364341,0,0.258397933,1.033591731
省菴集,金孝元,1532,1590,1561,0,0.465116279,0.930232558,93.48837209,1.860465116,1.395348837,1.860465116
日休勉進兩先生聯稿,琴應夾,1526,1596,1561,0,18.96551724,1.724137931,70.68965517,7.75862069,0,0.862068966
草澗先生文集,權文海,1534,1591,1562,0,0,1.145038168,93.12977099,4.580152672,1.145038168,0
孤潭逸稿,李純仁,1533,1592,1562,0,1.086956522,0.724637681,97.46376812,0.362318841,0.362318841,0
霽峰集,高敬命,1533,1592,1562,0,0,0.110619469,99.88938053,0,0,0
鰲峰先生集,金齊閔,1527,1599,1563,0,0,0.699300699,95.45454545,1.048951049,0.34965035,2.447552448
芝嶺先生文集,尹義貞,1525,1602,1563,0,1.379310345,1.379310345,93.10344828,0,3.448275862,0.689655172
三省齋逸稿,孫興禮,1548,1578,1563,0,2.702702703,1.801801802,89.18918919,0.900900901,5.405405405,0
松江遺稿,鄭澈,1536,1593,1564,0,0.462962963,1.388888889,97.22222222,0,0.925925926,0
雪月堂先生文集,金富倫,1531,1598,1564,0,7.648725212,0,89.23512748,2.549575071,0.566572238,0
春塘先生文集,吳守盈,1521,1607,1564,0,0,1.682692308,97.35576923,0.721153846,0.240384615,0
藥圃先生文集,鄭琢,1526,1605,1565,0,16.4556962,5.063291139,63.92405063,10.75949367,2.53164557,1.265822785
藥圃先生續集,鄭琢,1526,1605,1565,0,30.04926108,0.492610837,67.48768473,1.97044335,0,0
月川先生文集,趙穆,1524,1606,1565,0,10.97560976,10.36585366,73.17073171,0,3.658536585,1.829268293
鶴峰先生文集,金誠一,1538,1593,1565,0,8.184143223,0.255754476,87.97953964,0.767263427,1.023017903,1.79028133
鶴峰先生文集續集,金誠一,1538,1593,1565,0,21,0.5,73.5,0.5,4,0.5
松川先生文集,金千鎰,1537,1593,1565,0,5.729166667,5.729166667,71.35416667,7.291666667,7.291666667,2.604166667
龜峰集,宋翼弼,1534,1599,1566,0,13.53065539,0,85.62367865,0,0.845665962,0
牛溪先生集,成渾,1535,1598,1566,0,59.45945946,1.351351351,38.51351351,0,0.675675676,0
晩軒集,丁焰,1524,1609,1566,0,2.714932127,4.07239819,75.11312217,9.954751131,4.524886878,3.619909502
坡谷遺稿,李誠中,1539,1593,1566,0,4.219409283,0.421940928,94.93670886,0,0,0.421940928
惺齋先生文集,琴蘭秀,1530,1604,1567,0,9.77443609,0,85.71428571,0.751879699,3.759398496,0
古玉先生詩集,鄭?,1533,1603,1568,0,0,0,100,0,0,0
重峰先生文集,趙憲,1544,1592,1568,0,11.14864865,3.716216216,82.09459459,0,3.040540541,0
艮齋先生文集,李德弘,1541,1596,1568,0,6.060606061,1.212121212,84.84848485,0,7.878787879,0
白湖集,朴悌,1549,1587,1568,0,0,0,100,0,0,0
芝川集,黃廷彧,1532,1607,1569,0,3.8647343,1.449275362,86.95652174,3.381642512,1.449275362,2.898550725
荷谷先生詩?,許?,1551,1588,1569,0,6.542056075,2.803738318,81.30841121,3.738317757,3.738317757,1.869158879
西溪先生逸稿,金聃壽,1535,1603,1569,0,5.660377358,1.886792453,92.45283019,0,0,0
四留齋集,李廷?,1541,1600,1570,0,4.390243902,0.487804878,92.19512195,1.951219512,0.731707317,0.243902439
謙菴先生文集,柳雲龍,1539,1601,1570,0,53.50877193,4.385964912,34.21052632,2.631578947,3.50877193,1.754385965
桑楡集,柳思規,1534,1607,1570,0,0,0,100,0,0,0
三翰林聯芳集,李廷?,1541,1600,1570,0,0.980392157,0.653594771,93.79084967,4.248366013,0,0.326797386
李忠武公全書,李舜臣,1545,1598,1571,0,6.25,0.694444444,24.30555556,8.333333333,56.94444444,3.472222222
松巖先生文集,李魯,1544,1598,1571,0,6.617647059,0.735294118,79.41176471,5.882352941,0,7.352941176
松巢先生文集,權宇,1552,1590,1571,0,9.696969697,0.606060606,82.42424242,6.060606061,0,1.212121212
勿巖先生文集,金隆,1549,1594,1571,0,4.132231405,2.479338843,89.25619835,3.305785124,0.826446281,0
楓崖集,安敏學,1542,1601,1571,0,1.666666667,1.666666667,91.66666667,4.166666667,0.833333333,0
滄洲先生遺稿,鄭詳,1533,1609,1571,0,0.900900901,0.900900901,94.59459459,0,3.603603604,0
洛涯先生文集,鄭光天,1553,1594,1573,0,0.900900901,1.801801802,96.3963964,0.900900901,0,0
安村集,裴應?,1544,1602,1573,0,1.869158879,0,95.3271028,1.869158879,0.934579439,0
活溪先生遺稿,李大기,1540,1609,1574,0,0.833333333,1.666666667,93.33333333,2.5,0,1.666666667
近始齋先生文集,金垓,1555,1593,1574,0,16.78832117,0,80.2919708,1.459854015,0,1.459854015
簡易堂集,崔?,1539,1612,1575,0,0.925925926,54.62962963,1.851851852,9.259259259,9.259259259,24.07407407
北厓先生文集,金圻,1547,1603,1575,0,5.147058824,0,91.17647059,2.205882353,0.735294118,0.735294118
月汀先生集,尹根壽,1537,1616,1576,0,4.794520548,5.136986301,78.08219178,7.191780822,1.02739726,3.767123288
樂琴軒先生文集,李庭栢,1553,1600,1576,0,0,1.886792453,97.16981132,0.943396226,0,0
海月先生文集,黃汝一,1556,1596,1576,0,3.779069767,1.01744186,91.27906977,2.61627907,0.726744186,0.581395349
晦谷先生文集,權春蘭,1539,1615,1577,0,5.780346821,1.734104046,74.56647399,12.71676301,2.312138728,2.89017341
芝山先生文集,曹好益,1545,1609,1577,0,5.381165919,2.242152466,88.78923767,2.242152466,0,1.34529148
白谷集?大覺登階集,處能,1543,1614,1578,0,1.030927835,2.06185567,93.29896907,0,2.06185567,1.546391753
晩全集,洪可臣,1541,1615,1578,0,5.699481865,4.14507772,84.45595855,1.03626943,3.626943005,1.03626943
竹?先生文集,吳澐,1540,1617,1578,0,9.821428571,6.696428571,75.89285714,3.125,0.892857143,3.571428571
栢巖先生文集,金?,1540,1616,1578,0,6.439393939,0.757575758,87.87878788,4.166666667,0.757575758,0
知退堂先生遺稿,李廷馨,1549,1607,1578,0,1.595744681,0,93.61702128,4.255319149,0,0.531914894
浮休堂集,善修,1543,1615,1579,0,0,0,99.56140351,0,0.438596491,0
雪溪先生集,文勵,1553,1605,1579,0,1.171875,0.78125,94.921875,1.953125,0.78125,0.390625
魏氏世稿,魏德厚,1556,1605,1580,0,3.007518797,3.007518797,92.85714286,0,1.127819549,0
溪陰集,趙彭年,1549,1612,1580,0,1.694915254,0.338983051,97.28813559,0,0.677966102,0
南川先生文集,權斗文,1543,1617,1580,0,1.492537313,0.497512438,95.02487562,2.985074627,0,0
寒岡先生文集附錄,鄭逑,1543,1620,1581,0,0,0,58.36431227,41.63568773,0,0
寒岡先生續集,鄭逑,1543,1620,1581,0,72.60273973,3.424657534,13.01369863,6.164383562,2.739726027,2.054794521
寒岡先生文集,鄭逑,1543,1620,1581,0,29.50191571,20.68965517,18.77394636,22.22222222,3.0651341,5.747126437
靑霞集,權克中,1554,1608,1581,0,0,4.710144928,95.28985507,0,0,0
南窓先生文集,金玄成,1542,1621,1581,0,0,2.083333333,97.91666667,0,0,0
南窓集,金玄成,1542,1621,1581,0,0,1.408450704,98.5915493,0,0,0
楓潭遺稿,權克中,1554,1608,1581,0,0.383141762,0.383141762,95.78544061,3.448275862,0,0
省克堂先生文集,金弘微,1557,1605,1581,0,16.07142857,9.821428571,66.96428571,1.785714286,0.892857143,4.464285714
槐軒集,郭再謙,1547,1615,1581,0,0.961538462,0.961538462,97.11538462,0.961538462,0,0
慕堂集,洪履祥,1549,1615,1582,0,0,1.315789474,97.36842105,0.877192982,0,0.438596491
琴易堂先生文集,裴龍吉,1556,1609,1582,0,6,3,78.33333333,3.333333333,4.666666667,4.666666667
樂齋先生文集,徐思遠,1550,1615,1582,0,7.638888889,0,81.94444444,0,2.083333333,8.333333333
感樹齋文集,朴汝樑,1554,1611,1582,0,1.357466063,2.262443439,86.42533937,6.787330317,3.167420814,0
鶴川先生遺集,李逢春,1542,1625,1583,0,2.678571429,0.892857143,91.96428571,3.571428571,0,0.892857143
忘憂先生文集,郭再祐,1552,1617,1584,0,11.65048544,4.854368932,52.42718447,14.5631068,11.65048544,4.854368932
可畦先生文集,趙翊,1556,1613,1584,0,0.156985871,0,99.05808477,0.627943485,0,0.156985871
晩翠集,吳億齡,1552,1618,1585,0,0,2.173913043,89.13043478,0,3.623188406,5.072463768
竇巖先生文集,李璣玉,1566,1604,1585,0,26.40449438,3.370786517,62.92134831,6.179775281,1.123595506,0
龍巒先生文集,權紀,1546,1624,1585,0,0,0.46728972,99.53271028,0,0,0
省吾堂先生文集,李介立,1546,1625,1585,0,7.262569832,1.117318436,91.06145251,0.558659218,0,0
水西先生文集,朴善長,1555,1616,1585,0,1.877934272,0.938967136,83.56807512,10.3286385,3.286384977,0
一松集,沈喜壽,1548,1622,1585,0,0,0,95.23809524,3.463203463,0,1.298701299
鋤歸子先生遺稿,鄭允諧,1553,1618,1585,0,10.16042781,1.069518717,86.09625668,2.139037433,0.534759358,0
白沙先生集,李恒福,1556,1618,1587,0,6.404958678,4.958677686,75.82644628,0.619834711,2.066115702,10.12396694
漢陰先生文稿,李德馨,1561,1613,1587,0,11.06719368,0.395256917,88.53754941,0,0,0
操省堂文集,金澤龍,1547,1627,1587,0,3.669724771,3.669724771,87.6146789,3.211009174,0.917431193,0.917431193
雲川先生文集,金湧,1557,1620,1588,0,1,0.75,89.75,6.5,0.5,1.5
深谷先生文集,張悌元,1556,1621,1588,0,3.351955307,1.675977654,91.62011173,3.351955307,0,0
?漢先生文集,孫起陽,1559,1617,1588,0,3.278688525,1.092896175,91.80327869,1.366120219,1.366120219,1.092896175
西坰集,柳根,1549,1627,1588,0,1.5,1.75,93.5,1.5,0.25,1.5
梅窓集,鄭士信,1558,1619,1588,0,1.992031873,1.992031873,90.43824701,3.984063745,0.398406375,1.195219124
石洲集,權?,1569,1612,1590,0,0,0.400801603,99.5991984,0,0,0
石洲別集,權?,1569,1612,1590,0,0.930232558,0.465116279,98.13953488,0,0.465116279,0
水北亭集,金興國,1557,1623,1590,0,0,0,100,0,0,0
松湖集,白振南,1563,1618,1590,0,7.419354839,0.322580645,92.25806452,0,0,0
玉峰先生文集,權暐,1552,1630,1591,0,3.076923077,0.512820513,86.66666667,7.179487179,0,2.564102564
秋月堂先生文集,韓山斗,1556,1627,1591,0,2,1.333333333,91.33333333,2,3.333333333,0
西潭集,洪瑋,1559,1624,1591,0,8.196721311,0,86.8852459,3.278688525,0,1.639344262
東籬先生文集,金允安,1560,1622,1591,0,4.220779221,0,91.55844156,3.571428571,0.649350649,0
一樹軒集,鄭樟,1569,1614,1591,0,0,0,98.93048128,1.069518717,0,0
習靜集,宋邦祚,1567,1618,1592,0,6.285714286,0.571428571,82.28571429,7.428571429,1.714285714,1.714285714
茅谿集,文緯,1554,1631,1592,0,62.06896552,1.724137931,21.55172414,6.896551724,2.586206897,5.172413793
滄浪先生文集,成文濬,1559,1626,1592,0,0,0.743494424,99.25650558,0,0,0
蘆坡先生文集,李屹,1557,1627,1592,0,0,1.492537313,82.08955224,8.955223881,1.492537313,5.970149254
益陽聯芳集,南慶薰,1572,1612,1592,0,5.102040816,2.380952381,80.95238095,7.823129252,2.380952381,1.360544218
梧峰集,申之悌,1562,1624,1593,0,1.62412993,0.232018561,95.82366589,1.856148492,0.464037123,0
鳳村集,朴東說,1564,1622,1593,0,1.507537688,1.507537688,95.9798995,0.502512563,0,0.502512563
五峰先生文集,李好閔,1553,1634,1593,0,3.616636528,2.983725136,85.44303797,3.435804702,3.616636528,0.904159132
慕堂先生文集,孫處訥,1553,1634,1593,0,4.367816092,2.528735632,91.03448276,1.149425287,0,0.91954023
雲嶽先生文集,李涵,1554,1632,1593,0,5.607476636,1.869158879,86.91588785,3.738317757,1.869158879,0
?齋集,曺友仁,1561,1625,1593,0,0.539083558,1.617250674,95.68733154,0.269541779,1.617250674,0.269541779
奇巖集,法堅,1552,1634,1593,0,0,0.943396226,99.05660377,0,0,0
守夢集,鄭曄,1563,1625,1594,0,7.692307692,0,67.69230769,18.46153846,2.307692308,3.846153846
晩德集,金大器,1557,1631,1594,0,1.18694362,0.59347181,94.95548961,3.264094955,0,0
農圃文集,鄭文孚,1565,1624,1594,0,0,0,97.18309859,2.816901408,0,0
農圃續集,鄭文孚,1565,1624,1594,0,0,0.411522634,99.17695473,0.411522634,0,0
敬菴集,盧景任,1569,1620,1594,0,10.74766355,4.205607477,54.20560748,3.738317757,26.63551402,0.46728972
旅軒先生文集,張顯光,1554,1637,1595,0,8.333333333,17.70833333,31.25,9.895833333,22.39583333,10.41666667
旅軒先生續集,張顯光,1554,1637,1595,0,25.5,3.5,39.5,14,12,5.5
希庵先生遺稿,玄德升,1564,1627,1595,0,0.555555556,0.555555556,98.61111111,0,0,0.277777778
黔澗集,趙靖,1555,1636,1595,0,6.703910615,0.558659218,79.32960894,10.61452514,2.793296089,0
敬齋遺稿,金是楨,1579,1612,1595,0,0,0,100,0,0,0
芝峰集,李?光,1563,1628,1595,0,0,2.321428571,97.67857143,0,0,0
壺峰先生文集,李墩,1568,1624,1596,0,0,0.558659218,98.88268156,0.558659218,0,0
象村先生集,申欽,1566,1628,1597,0,4.460966543,10.03717472,65.79925651,3.841387856,7.434944238,8.426270136
蒼石先生文集,李埈,1560,1635,1597,0,18.08510638,2.925531915,69.28191489,3.324468085,3.723404255,2.659574468
聞灘先生文集,孫?,1566,1628,1597,0,7.558139535,0,91.86046512,0.581395349,0,0
?全先生文集,金中淸,1566,1629,1597,0,4.556962025,11.39240506,81.01265823,0,1.772151899,1.265822785
枏溪先生文集,李重茂,1568,1629,1598,0,11.74242424,0.757575758,85.60606061,1.515151515,0.378787879,0
愚伏先生文集,鄭經世,1563,1633,1598,0,36.47798742,7.337526205,40.88050314,6.708595388,1.257861635,7.337526205
月沙先生集,李廷龜,1564,1635,1599,0,12.3880597,6.417910448,50.44776119,5.671641791,13.28358209,11.79104478
雪汀集,李?,1568,1630,1599,0,0.54200542,0.81300813,89.43089431,8.943089431,0,0.27100271
敬亭集,李民宬,1570,1629,1599,0,0,1.013024602,95.94790159,0.578871201,2.460202605,0
鳳谷逸稿,曺以天,1560,1638,1599,0,0,3.80952381,94.28571429,0,1.904761905,0
廣麓文集,金延祖,1585,1613,1599,0,0.613496933,0.613496933,96.93251534,0.613496933,1.226993865,0
淸風子文集,鄭允穆,1571,1629,1600,0,3.424657534,0,94.8630137,1.712328767,0,0
淸風子先生續集,鄭允穆,1571,1629,1600,0,5.806451613,0,92.90322581,1.290322581,0,0
