제목,저자,생년,몰년,활동연도,公車類,書簡類,序跋類,詩類,哀祭類,雜著類,傳記類
方谷遺稿,權錫翰,1851,1937,1894,0,21.73913043,2.608695652,55.65217391,15.65217391,0.869565217,3.47826087
玉淡遺稿,金偉洹,1864,1925,1894,0,8.695652174,1.449275362,89.13043478,0,0.483091787,0.241545894
龍岡遺稿,鄭仁采,1855,1934,1894,0,5.737704918,4.918032787,82.78688525,2.459016393,4.098360656,0
我石遺稿,鄭文燮,1859,1929,1894,0,30.88235294,3.921568627,54.41176471,3.431372549,4.411764706,2.941176471
晦峰集,金鳳煥,1873,1915,1894,0,18.12080537,8.053691275,66.44295302,1.342281879,1.342281879,4.697986577
晩圃文集,趙性洛,1857,1931,1894,0,23.125,7.5,47.1875,9.0625,6.875,6.25
一玉遺稿,鄭圭永,1857,1932,1894,0,0.298062593,0.149031297,98.06259314,0.149031297,1.341281669,0
鹿峰集,禹孝卨,1854,1935,1894,0,28.21316614,4.388714734,58.30721003,4.07523511,2.507836991,2.507836991
智隱集,崔銓九,1850,1938,1894,0,17.54385965,4.912280702,62.45614035,2.105263158,5.263157895,7.719298246
我泉逸稿,朴鍾一,1860,1929,1894,0,4.395604396,1.098901099,78.02197802,6.043956044,9.340659341,1.098901099
愚齋遺稿,曺有弘,1876,1914,1895,0,0.892857143,2.678571429,95.53571429,0.892857143,0,0
愚川文集,金會錫,1856,1934,1895,0,10.52631579,2.144249513,77.38791423,2.729044834,4.093567251,3.118908382
西岡集,朴漢植,1860,1930,1895,0,18.85521886,1.346801347,69.02356902,5.387205387,4.04040404,1.346801347
水西文集,柳淵根,1857,1933,1895,0,13.79310345,5.057471264,63.44827586,9.885057471,2.988505747,4.827586207
希菴文集,申泰一,1852,1938,1895,0,10.2189781,1.824817518,68.24817518,8.759124088,5.109489051,5.839416058
澹溪遺稿,邊鍾基,1854,1937,1895,0,1.363636364,4.090909091,85.90909091,6.363636364,1.363636364,0.909090909
學巖集,張華植,1853,1938,1895,0,28.57142857,6.878306878,41.7989418,11.64021164,8.465608466,2.645502646
可山遺稿,吳相毅,1856,1934,1895,0,28.22580645,4.838709677,59.67741935,4.838709677,0.806451613,1.612903226
尤雅堂稿,王原(性淳),1868,1922,1895,0,10.3030303,21.21212121,45.45454545,1.818181818,12.72727273,8.484848485
竹逸集,鄭灝鎔,1855,1935,1895,0,3.149606299,7.874015748,70.86614173,2.362204724,13.38582677,2.362204724
魯菴遺稿,趙弘淳,1860,1931,1895,0,68.33333333,0.833333333,19.16666667,6.666666667,3.333333333,1.666666667
愚山遺稿,李鉉五,1868,1923,1895,0,39.04761905,0,49.52380952,8.571428571,0,2.857142857
林坡文集,趙映奎,1858,1932,1895,0,36.27684964,1.909307876,47.49403341,9.546539379,3.818615752,0.954653938
玉峰文集,周基鎰,1862,1930,1896,0,8.734939759,1.807228916,79.21686747,6.626506024,1.204819277,2.409638554
定山集,裴文昶,1864,1928,1896,0,28.24427481,2.290076336,60.30534351,6.870229008,1.526717557,0.763358779
晦山文集,潘東?,1863,1930,1896,0,24.79338843,3.305785124,65.2892562,0.826446281,4.958677686,0.826446281
竹軒散稿,李圭翰,1866,1927,1896,0,38.41463415,2.743902439,46.95121951,5.487804878,3.963414634,2.43902439
栢後遺集,殷成馹,1857,1935,1896,0,11.08312343,3.778337531,73.04785894,3.274559194,7.304785894,1.511335013
二山集,姜舜元,1850,1943,1896,0,2.788844622,7.96812749,67.33067729,7.171314741,7.569721116,7.171314741
曉堂文集,崔命熙(洛文),1864,1928,1896,0,17.21518987,3.037974684,53.41772152,8.101265823,5.316455696,12.91139241
弦齋集,尹炳模,1859,1934,1896,0,13.77410468,3.03030303,73.27823691,6.060606061,1.928374656,1.928374656
東湖先生文集,朴顯求,1853,1939,1896,0,21.62162162,5.019305019,55.98455598,1.930501931,7.722007722,7.722007722
于堂詩?,尹喜求,1867,1926,1896,0,0,0,100,0,0,0
石汀集,趙寅錫(昌赫),1863,1930,1896,0,19.64980545,11.47859922,47.66536965,3.307392996,9.338521401,8.560311284
希菴遺稿,金永儀(永佶),1864,1928,1896,0,21.72131148,3.68852459,61.47540984,2.049180328,6.147540984,4.918032787
省菴遺稿,金容璿,1865,1927,1896,0,23.02631579,4.605263158,54.60526316,3.947368421,7.894736842,5.921052632
金溪集,李洙夏,1861,1931,1896,0,7.258064516,1.344086022,78.22580645,2.956989247,8.870967742,1.344086022
兢齋文集,李柄運,1858,1937,1897,0,41.01995565,3.54767184,47.67184035,0,7.760532151,0
玉澗集,崔秉軾,1867,1928,1897,0,20.54263566,3.100775194,63.56589147,5.03875969,5.426356589,2.325581395
韋堂遺稿,曺龍燮,1870,1925,1897,0,13.56589147,1.937984496,82.17054264,1.162790698,0.775193798,0.387596899
蘭石遺稿,姜在琦,1857,1938,1897,0,0.505050505,1.01010101,97.47474747,0.336700337,0.673400673,0
養窩遺稿,金赫洙,1867,1928,1897,0,66.66666667,4.651162791,17.05426357,5.426356589,1.550387597,4.651162791
一?先生逸稿,玉瑛和,1861,1934,1897,0,0,3.260869565,95.10869565,0.543478261,1.086956522,0
西岡文集,朴亨東(瑀東),1875,1920,1897,0,21.42857143,0.446428571,71.42857143,4.464285714,2.232142857,0
篤山文集,李萬成,1872,1922,1897,0,16.41791045,2.985074627,72.13930348,2.985074627,2.985074627,2.487562189
靖山文集,宋鎬坤(德炳),1865,1930,1897,0,34.36482085,5.863192182,27.19869707,4.885993485,11.07491857,16.61237785
雙石遺稿,權寧鎬,1863,1932,1897,0,4.195804196,0,92.65734266,3.146853147,0,0
時齋文集,宋源福,1864,1931,1897,0,11.34020619,1.374570447,82.4742268,3.436426117,1.374570447,0
小峰遺稿,李鎰,1868,1927,1897,0,1.923076923,0.686813187,94.50549451,1.373626374,1.510989011,0
山谷遺稿,崔基模,1869,1925,1897,0,16.59388646,7.860262009,66.37554585,0,9.170305677,0
翫月遺稿,黃良鉉,1863,1931,1897,0,1.183431953,0.591715976,98.22485207,0,0,0
?臨川遺稿,安光鎭,1860,1935,1897,0,7.196029777,1.488833747,88.8337469,1.488833747,0.744416873,0.248138958
韶山集,孫鳳祥,1861,1936,1898,0,4.028021016,1.751313485,88.96672504,1.751313485,2.977232925,0.525394046
蒙軒遺稿,魚在源,1866,1930,1898,0,58.69565217,2.608695652,25.2173913,9.565217391,3.043478261,0.869565217
小岡集,金泰麟,1869,1927,1898,0,21.91011236,6.179775281,56.17977528,5.617977528,4.494382022,5.617977528
學泉文集,金江玟,1868,1928,1898,0,15.15151515,9.764309764,56.56565657,6.397306397,9.090909091,3.03030303
省軒先生文集,李炳憙,1859,1938,1898,0,43.53233831,2.23880597,36.31840796,9.2039801,5.223880597,3.482587065
果齋文集,宋悳用(憲用),1864,1932,1898,0,20.54794521,4.566210046,49.7716895,8.675799087,6.849315068,9.589041096
脩軒文集,崔鉉弼,1860,1937,1898,0,10.37837838,8.324324324,47.13513514,8.972972973,9.72972973,15.45945946
杏樵遺稿,李愚淵,1863,1934,1898,0,6.467661692,0.497512438,86.06965174,4.47761194,0.995024876,1.492537313
柏坡遺稿,朴萬春,1859,1937,1898,0,19.81132075,8.490566038,67.9245283,0,3.773584906,0
愚隱遺稿,金東壽,1866,1931,1898,0,18.8976378,2.362204724,70.86614173,4.724409449,0.787401575,2.362204724
克復齋私稿,金冕澤,1862,1934,1898,0,18.36734694,6.632653061,57.65306122,3.06122449,5.612244898,8.673469388
海史遺稿,鄭敦均,1855,1941,1898,0,3.125,0.625,92.5,3.125,0,0.625
松隱遺稿,安昌濟,1866,1931,1898,0,44.09448819,0.787401575,50.39370079,3.937007874,0,0.787401575
筠軒山隱兩世遺稿,洪祐珍,1858,1939,1898,0,0,1.673640167,98.32635983,0,0,0
晩山遺稿,裴炳元,1866,1930,1898,0,20.58823529,3.921568627,61.76470588,4.411764706,8.333333333,0.980392157
晩圃遺稿,趙敬植,1865,1932,1898,0,2.985074627,3.731343284,85.82089552,2.23880597,1.492537313,3.731343284
東溪堂遺稿,梁會洛,1862,1935,1898,0,38.21989529,11.51832461,28.79581152,8.376963351,6.806282723,6.282722513
敦齋文集,柳相大,1864,1935,1899,0,36.87600644,1.93236715,46.85990338,4.99194847,4.508856683,4.830917874
省窩文集,李寅梓,1870,1929,1899,0,14.1221374,4.580152672,74.04580153,2.671755725,3.053435115,1.526717557
西岡文集,李中厚(以厚),1865,1934,1899,0,20.88353414,3.614457831,67.87148594,3.212851406,4.016064257,0.401606426
松溪文集,田珪鎭,1870,1928,1899,0,30.92485549,2.601156069,56.06936416,3.757225434,2.601156069,4.046242775
顧軒集,金悳鍊,1869,1929,1899,0,25.09090909,6.909090909,50.18181818,11.27272727,4,2.545454545
省齋集,權相翊,1863,1935,1899,0,30.17241379,8.103448276,32.75862069,3.793103448,6.551724138,18.62068966
省窩文集,李寅?,1870,1929,1899,0,14.1221374,4.580152672,74.04580153,2.671755725,3.053435115,1.526717557
紫下遺稿,劉洪烈,1865,1933,1899,0,2.564102564,0.854700855,94.01709402,2.564102564,0,0
懼齋先生文集,崔鶴吉,1862,1936,1899,0,29.17341977,6.80713128,53.64667747,4.051863857,4.53808752,1.782820097
靜窩遺稿,安鼎鉉,1871,1927,1899,0,25.66371681,2.654867257,55.75221239,10.61946903,4.424778761,0.884955752
義堂先生文集,鄭東轍,1859,1939,1899,0,9.475465313,6.091370558,72.41962775,5.414551607,2.707275804,3.891708968
蓮汀遺稿,鄭煥喆,1860,1938,1899,0,39.13043478,8.695652174,34.7826087,4.347826087,10.86956522,2.173913043
湖巖文集,禹柄台(夏洛),1881,1918,1899,0,20.73170732,0,76.2195122,3.048780488,0,0
沂?遺藁,李壽春,1861,1939,1900,0,16.63461538,0.673076923,74.51923077,7.019230769,0.961538462,0.192307692
紫山先生遺稿,李炳奎,1864,1936,1900,0,30.36649215,3.926701571,51.04712042,6.020942408,3.926701571,4.712041885
顧窩文集,崔仁敎,1867,1934,1900,0,8.771929825,5.263157895,69.59064327,0,15.20467836,1.169590643
聽江集,崔道燮,1868,1932,1900,0,34.41396509,5.985037406,41.89526185,8.97755611,2.743142145,5.985037406
溫齋集,姜友永,1862,1939,1900,0,12.82051282,1.709401709,66.23931624,2.136752137,16.23931624,0.854700855
海陰文集,朴璣烈,1862,1939,1900,0,3.977272727,2.840909091,82.38636364,0,3.977272727,6.818181818
安愚遺稿,金泳斗(淵斗),1857,1944,1900,0,3.048780488,1.219512195,89.02439024,0.609756098,6.097560976,0
晩最文集,李泰文,1861,1939,1900,0,12.65822785,3.037974684,73.41772152,4.556962025,3.544303797,2.784810127
晩山遺稿,朴昇九,1860,1940,1900,0,5.699481865,7.25388601,81.34715026,2.590673575,2.590673575,0.518134715
采山遺稿,金玟?,1861,1940,1900,0,10,5.454545455,77.27272727,4.545454545,1.818181818,0.909090909
蕉溪遺稿,金尙振,1864,1936,1900,0,17.34104046,0.578034682,76.87861272,5.202312139,0,0
竹塢集,李常白,1857,1944,1900,0,41.60583942,9.489051095,34.30656934,8.02919708,4.379562044,2.189781022
鶴皐遺稿,李鎭薰,1878,1923,1900,0,7.874015748,0.787401575,73.22834646,14.17322835,0.787401575,3.149606299
晩悔遺稿,具然浩,1861,1940,1900,0,12.43243243,3.243243243,79.45945946,2.702702703,0.540540541,1.621621622
弦齋集,曹庸相,1870,1930,1900,0,51.40186916,3.738317757,35.51401869,7.943925234,0.46728972,0.934579439
南岡遺稿,沈宜定,1859,1942,1900,0,7.373271889,0.921658986,87.55760369,2.764976959,0.921658986,0.460829493
鳳岡遺稿,姜粲熙,1863,1937,1900,0,3.619909502,1.357466063,90.04524887,1.357466063,3.619909502,0
訥齋先生文集,金柄璘(柄麟),1861,1940,1900,0,30.92307692,5.538461538,41.23076923,5.076923077,7.692307692,9.538461538
柏谷詩稿,具益謨,1875,1925,1900,0,0,0,100,0,0,0
養浩齋遺稿,金社鉉,1864,1938,1901,0,24.15458937,5.314009662,43.47826087,8.212560386,8.212560386,10.62801932
滄樊集,朴海徹(海喆),1868,1934,1901,0,34.18604651,3.720930233,46.27906977,12.55813953,0.930232558,2.325581395
龍岡遺稿,鄭源河,1866,1937,1901,0,3.255813953,4.651162791,86.04651163,3.255813953,1.395348837,1.395348837
止山文集,李淳鎔,1869,1933,1901,0,8.530805687,0.947867299,79.62085308,4.265402844,4.265402844,2.369668246
見山文集,張命相,1865,1937,1901,0,27.4611399,9.844559585,37.30569948,6.735751295,9.844559585,8.808290155
醉山遺稿,南有海,1866,1936,1901,0,2.419354839,0.806451613,91.93548387,0.806451613,2.419354839,1.612903226
菊齋遺稿,裴在憲,1884,1919,1901,0,16.36363636,2.727272727,74.54545455,2.727272727,3.636363636,0
甁山先生文集,金永學,1869,1933,1901,0,22.35099338,2.814569536,65.72847682,4.139072848,4.470198675,0.496688742
誠齋遺稿,金商德,1873,1930,1901,0,4.098360656,0,90.57377049,3.278688525,2.049180328,0
秀山文集,金秉宗,1871,1931,1901,0,29.95951417,5.060728745,49.1902834,7.287449393,3.846153846,4.655870445
國樵遺稿,朴鳳鎭,1865,1937,1901,0,0,0.99009901,98.01980198,0.99009901,0,0
石塢文集,權秉燮,1854,1949,1901,0,12.59370315,5.397301349,57.87106447,11.39430285,7.346326837,5.397301349
雪嶽集,姜璲桓,1876,1926,1901,0,23.40425532,6.914893617,54.78723404,3.723404255,5.319148936,5.85106383
竹軒先生遺稿,魏啓昌,1861,1943,1902,0,5.412371134,1.030927835,80.67010309,1.546391753,3.865979381,7.474226804
信古堂遺輯逸藁,金克永(璣永),1863,1941,1902,0,42.85714286,2.521008403,52.94117647,0,1.680672269,0
信古堂遺輯,金克永(璣永),1863,1941,1902,0,0,0.675675676,87.83783784,0,0,11.48648649
朗山先生文集,李?,1870,1934,1902,0,26.83237731,3.314212874,59.59209688,1.848311026,4.652644997,3.760356915
苟齋文集,"鄭載星(煥奎, 煥星)",1863,1941,1902,0,10.52631579,3.302373581,73.06501548,3.405572755,2.992776058,6.707946336
惺堂遺稿,石大誠,1871,1933,1902,0,14.75409836,4.098360656,72.13114754,4.098360656,4.918032787,0
艮庵文集,朴燉,1863,1942,1902,0,13.81818182,2.545454545,77.09090909,3.636363636,2.545454545,0.363636364
直窩文集,池斗煥,1867,1938,1902,0,28.8372093,3.720930233,53.72093023,5.581395349,6.046511628,2.093023256
夢晦集,許業,1883,1922,1902,0,42.74509804,6.666666667,31.76470588,2.745098039,15.68627451,0.392156863
愼庵遺稿,金直源,1868,1937,1902,0,12.22493888,3.422982885,77.26161369,3.91198044,2.93398533,0.244498778
東山遺稿,李泰翔(泰英),1866,1938,1902,0,22.34636872,2.234636872,65.92178771,8.938547486,0,0.558659218
東洲文集,金基東,1874,1930,1902,0,35.18518519,0.925925926,36.11111111,26.85185185,0.925925926,0
晦窩集,曹秉憙(柄彩),1880,1925,1902,0,7.853403141,0.523560209,88.48167539,1.570680628,1.047120419,0.523560209
危齋遺稿,金炳周,1869,1936,1902,0,30.02915452,8.163265306,34.69387755,2.040816327,14.57725948,10.49562682
明庵集,李泰一,1860,1944,1902,0,30.33033033,12.61261261,24.02402402,7.507507508,10.51051051,15.01501502
奈山文集,李運淵,1864,1940,1902,0,25.20661157,1.239669421,57.02479339,11.15702479,4.132231405,1.239669421
琴岡遺稿,裴相瑾,1868,1936,1902,0,19.8757764,3.726708075,60.86956522,7.763975155,4.037267081,3.726708075
遂吾齋先生文集,金在洪,1867,1939,1903,0,41.95402299,10.48850575,26.58045977,1.867816092,12.21264368,6.896551724
海山遺稿,鄭在奎,1873,1933,1903,0,0,1.769911504,98.2300885,0,0,0
巖西先生文集,曺兢燮,1873,1933,1903,0,18.78172589,8.714043993,46.44670051,3.468697124,9.221658206,13.36717428
省齋文集,金鶴斗,1861,1946,1903,0,19.46308725,9.395973154,65.43624161,0,3.020134228,2.684563758
晦窩遺稿,李中錫,1870,1936,1903,0,16.52892562,1.652892562,66.94214876,2.479338843,7.438016529,4.958677686
深齋先生文集,曺兢燮,1873,1933,1903,0,22.8362878,9.593326382,41.08446298,2.919708029,9.593326382,13.97288843
七悔堂文集,沈東澤,1871,1936,1903,0,13.35877863,3.435114504,70.99236641,5.34351145,4.961832061,1.908396947
菊圃文集,李敎曄,1863,1943,1903,0,4.21686747,0.903614458,92.77108434,1.807228916,0.301204819,0
近菴文集,朴寅燮,1873,1934,1903,0,35.24229075,8.370044053,43.02496329,1.174743025,8.370044053,3.817914831
某溪文集,金鴻洛,1863,1943,1903,0,8.152173913,9.510869565,31.79347826,6.52173913,12.22826087,31.79347826
小溪文集,宋鍾轍,1862,1945,1903,0,0.454545455,0,98.63636364,0.909090909,0,0
浦西文集,裴疇煥,1868,1938,1903,0,8.974358974,0.961538462,83.33333333,4.807692308,1.602564103,0.320512821
中溪遺藁,許寧,1867,1939,1903,0,17.88617886,8.130081301,67.4796748,2.43902439,0.81300813,3.25203252
?齋遺稿,金定中,1865,1942,1903,0,16.16766467,5.688622754,50.89820359,1.497005988,11.9760479,13.77245509
省菴集,趙愚植(進植),1869,1937,1903,0,7.776560789,2.628696605,69.33187295,3.066812705,14.89594743,2.300109529
說齋集,蘇學奎,1859,1950,1904,0,11.83206107,3.816793893,59.73282443,1.812977099,10.49618321,12.30916031
二柳齋文集,李中洙,1863,1946,1904,0,20.63037249,5.444126074,55.8739255,6.303724928,4.584527221,7.163323782
勉窩文集,邊台均,1867,1942,1904,0,17.10843373,2.891566265,67.95180723,6.265060241,3.614457831,2.168674699
一和先生文集,崔鉉達,1867,1942,1904,0,9.342560554,8.996539792,71.28027682,3.806228374,3.114186851,3.460207612
守岡文集,沈鍾煥,1876,1933,1904,0,12.71186441,1.694915254,76.69491525,8.050847458,0,0.847457627
老溪遺藁,李鎔,1868,1940,1904,0,0.831600832,0.415800416,97.08939709,1.247401247,0.415800416,0
湖隱遺稿,柳相仁,1863,1945,1904,0,17.69230769,3.846153846,70.76923077,4.615384615,1.538461538,1.538461538
無聞軒文集,李澈厚,1874,1934,1904,0,38.26086957,3.47826087,48.69565217,6.956521739,2.173913043,0.434782609
梧岡文集,權鳳鉉,1872,1936,1904,0,28.52664577,2.351097179,63.1661442,4.388714734,1.097178683,0.470219436
南汀遺稿,金在瀅,1869,1939,1904,0,7.272727273,0.909090909,91.81818182,0,0,0
晦隱集,安極,1864,1945,1904,0,7.234042553,3.546099291,82.26950355,0.283687943,4.964539007,1.70212766
月雲文集,高?,1862,1947,1904,0,0,4.481792717,68.62745098,7.56302521,16.80672269,2.521008403
史謂遺稿,宋奎憲,1870,1938,1904,0,4.716981132,12.26415094,0,0,18.39622642,64.62264151
愼庭文集,盧興鉉,1875,1933,1904,0,7.100591716,1.775147929,84.61538462,1.775147929,1.183431953,3.550295858
華東私稿,權福洙,1871,1937,1904,0,15.19434629,3.180212014,76.67844523,0,4.946996466,0
鶴溪遺輯,崔煥模,1862,1947,1904,0,3.571428571,0.714285714,74.28571429,15.71428571,1.428571429,4.285714286
琴皐遺集,成石根,1878,1930,1904,0,7.142857143,0.974025974,87.66233766,2.272727273,0.649350649,1.298701299
道峰先生遺集,孔學源,1869,1939,1904,0,25.18703242,6.857855362,45.38653367,2.244389027,15.83541147,4.488778055
愼軒遺稿,金玉燮,1878,1930,1904,0,11.77231565,4.139715395,77.36093144,2.587322122,2.069857697,2.069857697
重軒文集,黃澈源,1878,1932,1905,0,53.63408521,2.506265664,28.07017544,5.012531328,5.263157895,5.513784461
龜川遺集,金昌稷,1872,1939,1905,0,21.97183099,1.126760563,59.71830986,10.98591549,2.535211268,3.661971831
農西遺稿,安廈鎭,1876,1935,1905,0,33.632287,13.0044843,47.08520179,0,3.139013453,3.139013453
裕齋遺稿,楊鍾樂,1870,1941,1905,0,4.693140794,1.444043321,86.64259928,3.610108303,2.888086643,0.722021661
小溪遺稿,石載俊,1866,1945,1905,0,19.64285714,8.482142857,52.23214286,2.232142857,15.17857143,2.232142857
春潭集,申鵬,1889,1922,1905,0,56.52173913,3.47826087,30.43478261,0,3.47826087,6.086956522
陶庵文集,丁敦燮,1870,1941,1905,0,14.68926554,0,62.71186441,8.474576271,14.12429379,0
晦山先生文集,安鼎呂,1871,1939,1905,0,28.40909091,7.954545455,35.22727273,4.545454545,10.22727273,13.63636364
寬寮集,河泳台(泳朝),1875,1936,1905,0,20.96774194,2.580645161,64.19354839,6.129032258,4.193548387,1.935483871
畜庵遺稿,朴奎福,1874,1937,1905,0,14.72392638,1.840490798,68.09815951,14.11042945,0.613496933,0.613496933
梅溪集,金宗禧,1878,1932,1905,0,17.14285714,2.857142857,71.42857143,4.761904762,1.904761905,1.904761905
拜軒集,趙泳善,1879,1931,1905,0,22.00956938,6.220095694,57.41626794,5.263157895,2.392344498,6.698564593
恒齋集,芮漢基,1872,1939,1905,0,21.6,0.8,59.2,16.8,1.6,0
?堂遺稿,李會穆,1876,1935,1905,0,16.04938272,0.308641975,79.62962963,3.395061728,0.308641975,0.308641975
景菴先生文集,張載濂,1877,1934,1905,0,26.62721893,14.79289941,31.95266272,7.100591716,5.325443787,14.20118343
惺齋文集,黃復性,1880,1933,1906,0,34.83870968,5.806451613,42.58064516,9.032258065,5.806451613,1.935483871
惺菴文集,安植源,1868,1945,1906,0,21.86495177,2.250803859,61.73633441,7.717041801,2.572347267,3.8585209
易堂稿,朴膺鍾,1893,1919,1906,0,14.28571429,7.857142857,75.71428571,0,2.142857143,0
雲坡遺稿,李光周,1871,1942,1906,0,14.1509434,0,76.88679245,5.660377358,2.830188679,0.471698113
毅齋遺稿,郭泰鍾,1872,1940,1906,0,22.63374486,6.172839506,48.97119342,7.407407407,13.58024691,1.234567901
悳泉續集,成幾運,1867,1946,1906,0,75.23809524,2.857142857,1.904761905,0,2.857142857,17.14285714
悳泉集,成幾運,1867,1946,1906,0,44.33962264,7.86163522,18.55345912,5.660377358,7.547169811,16.03773585
樂川遺稿,李敎川,1882,1931,1906,0,51.33333333,6.666666667,30.33333333,2.333333333,5,4.333333333
芝村遺稿,權鳳壽,1872,1940,1906,0,0,2.884615385,89.42307692,4.807692308,0,2.884615385
易堂稿,朴膺鍾,1893,1919,1906,0,14.38848921,7.194244604,76.25899281,0,2.158273381,0
川黎稿,柳萬馨,1870,1943,1906,0,4.580152672,2.290076336,83.96946565,5.34351145,3.053435115,0.763358779
竹師遺稿,張柄晦(柄直),1871,1941,1906,0,59.72222222,3.240740741,23.14814815,3.703703704,8.796296296,1.388888889
吾山文集,柳栢秊,1870,1945,1907,0,21.05263158,1.754385965,64.9122807,4.093567251,0.584795322,7.602339181
晦山文集,李邦桓,1880,1935,1907,0,20.60606061,3.636363636,66.06060606,2.121212121,2.424242424,5.151515152
農谷文集,金明範,1870,1944,1907,0,5.154639175,8.934707904,73.19587629,4.12371134,7.216494845,1.374570447
斗南私稿,吳海謙,1890,1925,1907,0,11.48148148,5.925925926,68.88888889,4.074074074,2.222222222,7.407407407
守齋遺稿,周時範,1883,1932,1907,0,31.03448276,3.103448276,60.68965517,3.103448276,1.034482759,1.034482759
海山集,鄭海榮,1868,1946,1907,0,3.722084367,0.248138958,93.30024814,2.481389578,0,0.248138958
夷川集,南昌熙,1870,1945,1907,0,48.26629681,3.19001387,36.61581137,6.241331484,1.803051318,3.883495146
毅齋集,李鍾弘,1879,1936,1907,0,26.17021277,3.191489362,49.78723404,8.723404255,7.659574468,4.468085106
耕庵遺稿,金洛源,1871,1944,1907,0,4.166666667,2.777777778,90.74074074,0.925925926,1.388888889,0
敬齋遺稿,林炳周,1872,1943,1907,0,3.105590062,0,88.19875776,0,8.695652174,0
石我文集,金進源(造源),1872,1943,1907,0,13.04347826,1.863354037,77.01863354,3.105590062,4.347826087,0.621118012
堅菴集,權載璣,1887,1930,1908,0,38.46153846,3.076923077,43.07692308,3.076923077,11.53846154,0.769230769
心守軒遺稿,安炳斑,1875,1941,1908,0,16.36363636,0.909090909,76.36363636,6.363636364,0,0
學山遺稿,李績雨,1876,1940,1908,0,13.15789474,2.631578947,71.92982456,7.894736842,0.877192982,3.50877193
畿軒集,金基鎔,1869,1947,1908,0,12.90322581,1.897533207,73.4345351,8.34914611,1.707779886,1.707779886
悔窩文集,張承杓,1875,1942,1908,0,25.95419847,1.908396947,62.97709924,4.198473282,2.671755725,2.290076336
屛巢遺稿,朴淇龍,1873,1944,1908,0,11.2,3.2,82.4,0,2.4,0.8
湖雲遺稿,李羲悅(羲震),1872,1945,1908,0,0,0.729927007,97.81021898,0,1.459854015,0
畸堂集,柳致性,1879,1937,1908,0,10,1.764705882,83.52941176,3.529411765,0,1.176470588
立巖集,南廷瑀,1869,1947,1908,0,32.69045323,3.471552555,49.18032787,4.339440694,3.664416586,6.653809065
立巖續集,南廷瑀,1869,1947,1908,0,37.99126638,2.401746725,56.33187773,1.091703057,1.528384279,0.655021834
稽岡遺輯,吳基洪,1878,1938,1908,0,20.27027027,3.378378378,72.2972973,4.054054054,0,0
正谷遺集,成煥孚(煥寶),1870,1947,1908,0,3.584229391,1.433691756,89.60573477,1.075268817,3.225806452,1.075268817
城隱遺稿,金在範,1868,1948,1908,0,0,5.357142857,88.39285714,0,6.25,0
止齋遺稿,金永淳,1871,1946,1908,0,26.92307692,2.403846154,53.84615385,12.5,1.442307692,2.884615385
蘇眉遺稿,申轍雨,1868,1948,1908,0,5.218855219,0.336700337,92.59259259,1.683501684,0.168350168,0
石蕉遺稿,申應休,1868,1949,1908,0,0,1.98019802,96.53465347,0,0,1.485148515
龜村集,趙炳寬,1876,1941,1908,0,12.55349501,4.136947218,72.89586305,3.281027104,2.995720399,4.136947218
思軒遺稿,宋柱昇,1869,1947,1908,0,15.81027668,9.090909091,50.19762846,3.95256917,2.766798419,18.18181818
耳山文集,朴在錫,1885,1931,1908,0,4,3.333333333,77.33333333,14,1.333333333,0
百愧集,禹夏九,1871,1948,1909,0,22.94573643,2.635658915,64.34108527,6.666666667,2.325581395,1.085271318
復菴先生文集,蔣華植,1871,1947,1909,0,28.24742268,4.948453608,59.79381443,2.886597938,2.886597938,1.237113402
后南文集,姜寅洙,1875,1943,1909,0,20.27027027,1.351351351,71.62162162,2.252252252,2.702702703,1.801801802
野隱遺稿,朴重勉,1869,1950,1909,0,9.333333333,6,63.33333333,10.66666667,4.666666667,6
希齋文集,鄭鍾和,1881,1938,1909,0,21.00840336,1.400560224,69.74789916,6.442577031,0.56022409,0.840336134
元谷集,韓禹錫(夔錫),1872,1947,1909,0,6,1.777777778,85.77777778,3.333333333,2.666666667,0.444444444
性菴集,李瑢秀,1875,1943,1909,0,14.93775934,1.037344398,80.29045643,2.074688797,1.037344398,0.622406639
偶齋文集,李觀厚,1869,1949,1909,0,16.81415929,5.309734513,56.19469027,9.734513274,6.194690265,5.752212389
內山遺稿,李敎冕,1882,1937,1909,0,11.04477612,0.597014925,85.37313433,2.686567164,0.298507463,0
澹山集,河祐植,1875,1943,1909,0,28.08510638,5.531914894,53.82978723,5.319148936,3.191489362,4.042553191
止齋文集,孫浩榮,1876,1943,1909,0,20.37735849,7.547169811,55.47169811,9.056603774,4.905660377,2.641509434
春巖私稿,崔孝習,1874,1944,1909,0,23.35025381,8.629441624,37.05583756,5.076142132,5.583756345,20.30456853
尤堂集拾遺,金容承(容弼),1876,1943,1909,0,7.894736842,4.385964912,79.8245614,0.877192982,2.631578947,4.385964912
伊山集,禹錫圭,1873,1948,1910,0,26.7281106,0.921658986,62.21198157,9.216589862,0.69124424,0.230414747
松溪文集,金榮洙,1865,1956,1910,0,23.32439678,3.351206434,58.1769437,4.825737265,8.847184987,1.474530831
?巖集,文甲淳,1888,1933,1910,0,8.139534884,0.775193798,85.27131783,3.100775194,1.550387597,1.162790698
石隱文集,孫永斗,1874,1947,1910,0,20.3125,5.208333333,55.20833333,11.45833333,7.8125,0
