제목,생년,몰년,활동연도,Source,公車類,書簡類,序跋類,詩類,哀祭類,雜著類,傳記類,SUM,Publish,傳記類_Ratio,公車類_Ratio,哀祭類_Ratio,序跋類_Ratio,書簡類_Ratio,詩類_Ratio,雜著類_Ratio
松厓集,1800,1850,1825,역대문집DB,2,66,2,55,3,7,1,136,,0.735294118,1.470588235,2.205882353,1.470588235,48.52941176,40.44117647,5.147058824
石洲文集,1787,1865,1826,역대문집DB,1,128,30,323,37,37,20,576,,3.472222222,0.173611111,6.423611111,5.208333333,22.22222222,56.07638889,6.423611111
直齋集,1793,1860,1826,문집총간,0,63,12,147,10,32,14,278,1908,5.035971223,0,3.597122302,4.316546763,22.6618705,52.87769784,11.51079137
甫山集,1787,1868,1827,문집총간,8,0,7,433,12,6,4,470,1877,0.85106383,1.70212766,2.553191489,1.489361702,0,92.12765957,1.276595745
沙磯集,1789,1866,1827,문집총간,40,13,18,217,41,12,16,357,1934,4.481792717,11.20448179,11.48459384,5.042016807,3.641456583,60.78431373,3.361344538
東樊集,1792,1863,1827,문집총간,0,1,1,287,5,3,0,297,1909,0,0,1.683501684,0.336700337,0.336700337,96.63299663,1.01010101
薌隱集,1794,1860,1827,문집총간,3,73,28,90,23,53,5,275,1897,1.818181818,1.090909091,8.363636364,10.18181818,26.54545455,32.72727273,19.27272727
思窩集,1794,1861,1827,역대문집DB,4,31,9,110,5,1,2,162,,1.234567901,2.469135802,3.086419753,5.555555556,19.13580247,67.90123457,0.617283951
雪松堂逸稿,1795,1859,1827,역대문집DB,1,0,0,64,1,0,0,66,,0,1.515151515,1.515151515,0,0,96.96969697,0
日省齋遺稿,1797,1858,1827,역대문집DB,0,23,4,227,23,6,3,286,,1.048951049,0,8.041958042,1.398601399,8.041958042,79.37062937,2.097902098
經山集,1783,1873,1828,문집총간,169,8,23,289,21,17,56,583,1895,9.605488851,28.98799314,3.602058319,3.945111492,1.372212693,49.57118353,2.915951973
止軒集,1786,1870,1828,문집총간,1,205,10,64,58,46,41,425,1877,9.647058824,0.235294118,13.64705882,2.352941176,48.23529412,15.05882353,10.82352941
歗齋集,1790,1866,1828,문집총간,0,0,16,255,2,38,5,316,1890,1.582278481,0,0.632911392,5.063291139,0,80.69620253,12.02531646
肅欠齋文?,1790,1866,1828,역대문집DB,7,0,18,251,2,24,5,307,,1.628664495,2.280130293,0.651465798,5.863192182,0,81.75895765,7.817589577
雪齋遺稿,1794,1862,1828,역대문집DB,0,2,4,42,0,3,6,57,,10.52631579,0,0,7.01754386,3.50877193,73.68421053,5.263157895
歸園遺集,1794,1862,1828,역대문집DB,4,0,9,240,0,0,1,254,,0.393700787,1.57480315,0,3.543307087,0,94.48818898,0
農廬集,1797,1860,1828,문집총간,0,60,36,198,24,36,17,371,1895,4.582210243,0,6.469002695,9.703504043,16.17250674,53.36927224,9.703504043
川愚稿,1798,1859,1828,역대문집DB,0,7,0,47,3,0,11,68,,16.17647059,0,4.411764706,0,10.29411765,69.11764706,0
龜岡先生文集,1805,1851,1828,역대문집DB,0,70,17,198,14,12,7,318,,2.201257862,0,4.402515723,5.34591195,22.01257862,62.26415094,3.773584906
木澗文集,1790,1868,1829,역대문집DB,0,30,1,266,44,12,2,355,,0.563380282,0,12.3943662,0.281690141,8.450704225,74.92957746,3.38028169
錦谷集,1791,1867,1829,문집총간,57,224,53,126,56,34,99,649,1907,15.25423729,8.782742681,8.628659476,8.166409861,34.5146379,19.41448382,5.238828968
魯邱文集,1808,1851,1829,역대문집DB,0,14,3,340,3,13,3,376,,0.79787234,0,0.79787234,0.79787234,3.723404255,90.42553191,3.457446809
溫裕齋集,1791,1870,1830,문집총간,0,24,10,190,4,14,17,259,1879,6.563706564,0,1.544401544,3.861003861,9.266409266,73.35907336,5.405405405
華西集,1792,1868,1830,문집총간,11,469,26,386,20,228,23,1163,,1.977644024,0.945829751,1.719690456,2.235597592,40.32674119,33.1900258,19.6044712
臨履齋遺稿,1795,1866,1830,역대문집DB,0,22,7,18,1,2,1,51,,1.960784314,0,1.960784314,13.7254902,43.1372549,35.29411765,3.921568627
鳳棲集,1801,1859,1830,문집총간,2,55,28,4,7,50,21,167,1913,12.5748503,1.19760479,4.191616766,16.76646707,32.93413174,2.395209581,29.94011976
篁巖集,1809,1852,1830,역대문집DB,0,11,6,56,3,4,0,80,,0,0,3.75,7.5,13.75,70,5
玄坡遺稿,1810,1850,1830,역대문집DB,1,54,0,119,35,0,1,210,,0.476190476,0.476190476,16.66666667,0,25.71428571,56.66666667,0
谿栖文集,1810,1851,1830,역대문집DB,1,20,6,84,4,2,1,118,,0.847457627,0.847457627,3.389830508,5.084745763,16.94915254,71.18644068,1.694915254
素無軒文集,1791,1872,1831,역대문집DB,2,25,11,168,17,1,8,232,,3.448275862,0.862068966,7.327586207,4.74137931,10.77586207,72.4137931,0.431034483
凝窩集,1792,1871,1831,문집총간,30,118,81,477,53,95,88,942,1926,9.341825902,3.184713376,5.626326964,8.598726115,12.52653928,50.63694268,10.08492569
竹軒遺稿,1794,1869,1831,역대문집DB,0,0,1,119,2,1,0,123,,0,0,1.62601626,0.81300813,0,96.74796748,0.81300813
蓮坡詩鈔,1797,1865,1831,문집총간,0,0,3,182,0,0,1,186,1928,0.537634409,0,0,1.612903226,0,97.84946237,0
蓮坡詩抄,1797,1865,1831,역대문집DB,0,0,1,182,0,0,0,183,,0,0,0,0.546448087,0,99.45355191,0
東林集,1800,1862,1831,문집총간,0,145,17,317,31,29,25,564,1906,4.432624113,0,5.496453901,3.014184397,25.70921986,56.20567376,5.141843972
晩松集,1800,1862,1831,역대문집DB,0,47,2,185,10,6,0,250,,0,0,4,0.8,18.8,74,2.4
